Unnamed: 0,header,NumberofInstances,Area,NumberofAttributes,DateDonated,MissingValues,NumberofWebHits,multivariate_data,time_series_data,data_generator_data,domain_theory_data,image_data,relational_data,sequential_data,spatial_data,univariate_data,spatio_temporal_data,text_data,transactional_data,num_data_characteristics,categorical_attributes,real_attributes,integer_attributes,no_listed_attributes,num_attribute_characteristics,causal_discover_task,classification_task,regression_task,function_learning_task,reccomendation_task,description_task,relational_learning_task,no_given_task,clustering_task,num_associated_tasks,source_institution_places,year_donated,year_month_donated,DatasetAge,DatapointCount
300,E. Coli Genes Data Set,0,Life,0,7/14/2001,Yes,48095,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of Wales Aberystwyth', 'Aberystwyth', 'United Kingdom', 'GBR']]",2001,7-2001,19,0
301,SPECTF Heart Data Set,267,Life,44,10/1/2001,No,93748,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Colorado at Denver', 'Denver, CO', 'United States', 'USA'], ['Medical College of Ohio', 'Toledo, OH', 'United States', 'USA']]",2001,10-2001,19,11748
302,LSVT Voice Rehabilitation Data Set,126,Life,309,2/19/2014,No,34377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Oxford', 'Oxford', 'United Kingdom', 'GBR']]",2014,2-2014,6,38934
303,Student Academics Performance Data Set,300,Computer,22,9/16/2018,No,64126,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Dibrugarh University', 'Dibrugarh', 'India', 'IND']]",2018,9-2018,2,6600
304,2.4 GHZ Indoor Channel Measurements Data Set,7840,Computer,5,11/30/2018,No,57409,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Massachusetts Institute of Technology', 'Boston, MA', 'United States', 'USA'], ['Khalifa University', 'Abu Dhabi', 'United Arab Emirates', 'ARE']]",2018,11-2018,2,39200
305,Occupancy Detection  Data Set,20560,Computer,7,2/29/2016,No,141182,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Mons', 'Mons', 'Belgium', 'BEL']]",2016,2-2016,4,143920
306,Wine Quality Data Set,4898,Business,12,10/7/2009,No,1267393,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of Minho', 'Minho', 'Portugal', 'PRT'], ['University of Porto', 'Porto', 'Portugal', 'PRT']]",2009,10-2009,11,58776
307,Solar Flare Data Set,1389,Physical,10,3/1/1989,No,149151,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Colorado', 'Denver, CO', 'United States', 'USA']]",1989,3-1989,31,13890
308,Page Blocks Classification Data Set,5473,Computer,10,7/1/1995,No,97928,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Bari', 'Bari', 'Italy', 'ITA']]",1995,7-1995,25,54730
309,Geographical Original of Music Data Set,1059,Other,68,10/18/2014,No,86578,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of Nottingham', 'Nottingham', 'United Kingdom', 'GBR'], ['University of Manchester', 'Manchester', 'United Kingdom', 'GBR']]",2014,10-2014,6,72012
310,Autistic Spectrum Disorder Screening Data for Adolescent    Data Set,104,Life,21,12/24/2017,Yes,30147,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,,2017,12-2017,3,2184
311,Horse Colic Data Set,368,Life,27,8/6/1989,Yes,147494,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['NASA', 'Washington, DC', 'United States', 'USA']]",1989,8-1989,31,9936
312,Motion Capture Hand Postures Data Set,78095,Computer,38,1/27/2017,Yes,29244,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Quinnipiac University', 'Hamden, CT', 'United States', 'USA'], ['Louisiana Tech University', 'Ruston, LA', 'United States', 'USA']]",2017,1-2017,3,2967610
314,Gas sensor array exposed to turbulent gas mixtures Data Set,180,Computer,150000,10/10/2014,No,41327,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of California, San Diego', 'San Diego, CA', 'United States', 'USA']]",2014,10-2014,6,27000000
315,Mturk User-Perceived Clusters over Images Data Set,180,Computer,500,11/2/2016,No,8734,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,"[['National Tsing Hua University', 'Hsinchu', 'Taiwan', 'TWN']]",2016,11-2016,4,90000
316,Pioneer-1 Mobile Robot Data Data Set,0,Computer,0,1/28/1999,No,39123,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,2,"[['University of Massachusetts', 'Amherst, MA', 'United States', 'USA']]",1999,1-1999,21,0
317,Health News in Twitter Data Set,58000,Computer,25000,2/19/2018,No,48814,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA']]",2018,2-2018,2,1450000000
319,Quality Assessment of Digital Colposcopies Data Set,287,Life,69,3/8/2017,No,19579,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Porto', 'Porto', 'Portugal', 'PRT']]",2017,3-2017,3,19803
320,Artificial Characters Data Set,6000,Computer,7,7/1/1992,No,245703,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['Bilkent University', 'Ankara', 'Turkey', 'TUR'], ['Baskent University', 'Ankara', 'Turkey', 'TUR']]",1992,7-1992,28,42000
321,Robot Execution Failures Data Set,463,Physical,90,4/23/1999,No,101354,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Universidade Nova de Lisboa', 'Monte da Caparica', 'Portugal', 'PRT']]",1999,4-1999,21,41670
322,Dota2 Games Results Data Set,102944,Game,116,8/14/2016,No,99610,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of Sydney', 'Sydney', 'Australia', 'AUS']]",2016,8-2016,4,11941504
323,Optical Interconnection Network  Data Set,640,Computer,10,3/29/2018,No,25363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,0,2,"[['Mersin University', 'Mersin', 'Turkey', 'TUR'], ['Cukurova University', 'Adana', 'Turkey', 'TUR']]",2018,3-2018,2,6400
324,KASANDR Data Set,17764280,Life,2158859,5/16/2017,No,33836,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"[['UniversitÈ Grenoble Alpes', 'Grenoble', 'France', 'FRA']]",2017,5-2017,3,3.84E+13
325,Wine Data Set,178,Physical,13,7/1/1991,No,1452842,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Institute of Pharmaceutical and Food Analysis and Technologies', 'Genoa', 'Italy', 'ITA'], ['University of Genoa', 'Genoa', 'Italy', 'ITA']]",1991,7-1991,29,2314
327,KDD Cup 1998 Data Data Set,191779,Other,481,7/20/1998,Yes,78103,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['University of Cambridge', 'Cambridge', 'United Kingdom', 'GBR']]",1998,7-1998,22,92245699
328,EMG dataset in Lower Limb Data Set,132,Computer,5,2/5/2014,No,49428,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,"[['University of Granada', 'Granada', 'Spain', 'ESP']]",2014,2-2014,6,660
329,Cryotherapy Dataset  Data Set,90,Life,7,1/4/2018,No,42897,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Deakin University', 'Victoria', 'Australia', 'AUS']]",2018,1-2018,2,630
330,SMS Spam Collection Data Set,5574,Computer,0,6/22/2012,No,310824,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['R&D Department Optenet', 'Madrid', 'Spain', 'ESP'], ['Federal University of Sao Carlos', 'Sao Paulo', 'Brazil', 'BRA']]",2012,6-2012,8,0
331,Greenhouse Gas Observing Network Data Set,2921,Physical,5232,4/16/2015,No,56093,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Massachusetts Institute of Technology', 'Boston, MA', 'United States', 'USA']]",2015,4-2015,5,15282672
332,Las Vegas Strip Data Set,504,Business,20,7/23/2017,No,93577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,,2017,7-2017,3,10080
333,Liver Disorders Data Set,345,Life,7,5/15/1990,No,179051,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,0,1,0,3,"[['University of Nottingham', 'Nottingham', 'United Kingdom', 'GBR']]",1990,5-1990,30,2415
334,Pen-Based Recognition of Handwritten Digits Data Set,10992,Computer,16,7/1/1998,No,226756,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Bogazici University', 'Istanbul', 'Turkey', 'TUR'], ['Gazi University', 'Ankara', 'Turkey', 'TUR'], ['Bo?aziÁi University', 'Istanbul', 'Turkey', 'TUR']]",1998,7-1998,22,175872
335,gene expression cancer RNA-Seq Data Set,801,Life,20531,6/9/2016,No,59319,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['University of Genoa', 'Genoa', 'Italy', 'ITA']]",2016,6-2016,4,16445331
336,TV News Channel Commercial Detection Dataset Data Set,129685,Computer,12,3/27/2015,No,72227,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Indian Institute of Technology', 'Guwahati', 'India', 'IND']]",2015,3-2015,5,1556220
337,QSAR aquatic toxicity Data Set,546,Physical,9,9/23/2019,No,14204,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Milano', 'Milan', 'Italy', 'ITA']]",2019,9-2019,1,4914
338,Abalone Data Set,4177,Life,8,12/1/1995,No,956229,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University of Warwick', 'Coventry', 'United Kingdom', 'GBR']]",1995,12-1995,25,33416
340,Shoulder Implant X-Ray Manufacturer Classification Data Set,597,Life,1,5/20/2020,No,1843,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['San Francisco State University', 'San Francisco, CA', 'United States', 'USA']]",2020,5-2020,0,597
341,Steel Plates Faults Data Set,1941,Physical,27,10/26/2010,No,81708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Semeion, Research Center of Sciences of Communication', 'Rome', 'Italy', 'ITA']]",2010,10-2010,10,52407
342,Sales_Transactions_Dataset_Weekly Data Set,811,Other,53,7/16/2017,No,69649,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,0,0,0,0,0,0,1,2,"[['Singapore University of Social Sciences', 'Singapore', 'Singapore', 'SGP']]",2017,7-2017,3,42983
343,Physical Unclonable Functions Data Set,6000000,Computer,129,10/8/2018,No,15457,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Jeddah', 'Jeddah', 'Saudi Arabia', 'SAU'], ['Prince Sattam bin Abdulaziz University', 'Al-Kharj', 'Saudi Arabia', 'SAU'], ['Texas Tech University', 'Lubbock, TX', 'United States', 'USA']]",2018,10-2018,2,774000000
345,EEG Eye State Data Set,14980,Life,15,6/10/2013,No,121008,1,1,0,0,0,0,1,0,0,0,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Baden-Wuerttemberg Cooperative State University (DHBW)', 'Stuttgart', 'Germany', 'DEU']]",2013,6-2013,7,224700
346,Hayes-Roth Data Set,160,Social,5,3/1/1989,No,101315,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1989,3-1989,31,800
347,Daphnet Freezing of Gait Data Set,237,Life,9,3/7/2013,No,70595,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Newcastle University', 'Newcastle upon Tyne', 'United Kingdom', 'GBR'], ['Sheba Medical Center', 'Ramat Gan', 'Israel', 'ISR'], ['Tel Aviv Sourasky Medical Center', 'Tel Aviv', 'Israel', 'ISR']]",2013,3-2013,7,2133
348,SML2010 Data Set,4137,Computer,24,1/9/2014,Yes,127384,1,1,0,0,0,0,1,0,0,0,1,0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['CEU Cardinal Herrera University', 'Alfara del Patriarca', 'Spain', 'ESP']]",2014,1-2014,6,99288
349,SECOM Data Set,1567,Computer,591,11/19/2008,Yes,121270,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,,2008,11-2008,12,926097
350,Parkinson's Disease Classification Data Set,756,Computer,754,11/5/2018,No,60392,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Bahcesehir University', 'Istanbul', 'Turkey', 'TUR'], ['Istanbul University', 'Istanbul ', 'Turkey', 'TUR']]",2018,11-2018,2,570024
351,Thyroid Disease Data Set,7200,Life,21,1/1/1987,No,237967,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,0,0,0,0,0,0,2,,1987,1-1987,33,151200
352,Swarm Behaviour Data Set,24017,Computer,2400,6/16/2020,No,2088,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of New South Wales', 'Sydney', 'Australia', 'AUS']]",2020,6-2020,0,57640800
353,DBWorld e-mails Data Set,64,Computer,4702,11/6/2011,No,58279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of Manchester', 'Manchester', 'United Kingdom', 'GBR']]",2011,11-2011,9,300928
354,Speaker Accent Recognition Data Set,329,Social,12,3/4/2020,No,2976,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Rochester Institute of Technology', 'Rochester, NY', 'United States', 'USA']]",2020,3-2020,0,3948
355,Concrete Slump Test Data Set,103,Computer,10,4/30/2009,No,99926,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Chung-Hua University', 'Hsin Chu', 'Taiwan', 'TWN']]",2009,4-2009,11,1030
356,Wholesale customers Data Set,440,Business,8,3/31/2014,No,344519,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,"[['Instituto Universit·rio de Lisboa', 'Lisboa', 'Portugal', 'PRT']]",2014,3-2014,6,3520
357,Meta-data Data Set,528,Other,22,3/1/1996,Yes,74679,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['University of Porto', 'Porto', 'Portugal', 'PRT']]",1996,3-1996,24,11616
358,Dataset for Sensorless Drive Diagnosis Data Set,58509,Computer,49,2/24/2015,No,72240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Applied Sciences, Ostwestfalen-Lippe', 'Lemgo', 'Germany', 'DEU']]",2015,2-2015,5,2866941
359,Servo Data Set,167,Computer,4,5/1/1993,No,106815,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,1,0,0,0,0,0,0,2,,1993,5-1993,27,668
360,GNFUV Unmanned Surface Vehicles Sensor Data Data Set,1672,Computer,5,5/6/2018,No,21198,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['University of Glasgow', 'Glasgow', 'United Kingdom', 'GBR']]",2018,5-2018,2,8360
361,SUSY Data Set,5000000,Physical,18,2/12/2014,No,70007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2014,2-2014,6,90000000
362,DSRC Vehicle Communications Data Set,10000,Computer,5,12/13/2017,No,30235,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,"[['University of South Carolina', 'Columbia, SC', 'United States', 'USA']]",2017,12-2017,3,50000
363,BuddyMove Data Set Data Set,249,Other,7,7/1/2018,No,27033,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,,2018,7-2018,2,1743
364,Flags Data Set,194,Other,30,5/15/1990,No,302025,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Nottingham', 'Nottingham', 'United Kingdom', 'GBR']]",1990,5-1990,30,5820
365,Crowdsourced Mapping Data Set,10546,Physical,29,5/25/2016,No,22460,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['Institute for Global Environmental Strategies', 'Kamiyamaguchi', 'Japan', 'JPN']]",2016,5-2016,4,305834
366,Caesarian Section Classification Dataset Data Set,80,Life,5,11/2/2018,No,37493,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Engineering and Technology', 'Lahore', 'Pakistan', 'PAK']]",2018,11-2018,2,400
367,Yeast Data Set,1484,Life,8,9/1/1996,No,307503,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Osaka University', 'Osaka', 'Japan', 'JPN'], ['University of California, Berkeley', 'Berkeley, CA', 'United States', 'USA']]",1996,9-1996,24,11872
368,Sentiment Labelled Sentences Data Set,3000,Other,0,5/30/2015,No,174051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2015,5-2015,5,0
369,Bar Crawl: Detecting Heavy Drinking Data Set,14057567,Life,3,2/24/2020,No,48361,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,"[['Harvard University', 'Boston, MA', 'United States', 'USA'], ['University of Southern California', 'Los Angeles, CA', 'United States', 'USA']]",2020,2-2020,0,42172701
370,Moral Reasoner Data Set,202,Computer,0,6/1/1994,No,39876,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",1994,6-1994,26,0
371,Tic-Tac-Toe Endgame Data Set,958,Game,9,8/19/1991,No,242052,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Johns-Hopkins University', 'Baltimore, MD', 'United States', 'USA']]",1991,8-1991,29,8622
372,SIFT10M Data Set,11164866,Computer,128,2/23/2016,No,32020,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"[['University of Otago', 'Dunedin', 'New Zealand', 'NZL']]",2016,2-2016,4,1429102848
373,QSAR androgen receptor Data Set,1687,Physical,1024,10/1/2019,No,3269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,"[['University of Milano', 'Milan', 'Italy', 'ITA']]",2019,10-2019,1,1727488
374,Parking Birmingham Data Set,35717,Computer,4,1/2/2019,Yes,49113,1,1,0,0,0,0,1,0,1,0,0,0,4,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,"[['University of Malaga', 'M·laga', 'Spain', 'ESP']]",2019,1-2019,1,142868
375,Othello Domain Theory Data Set,0,Game,0,2/1/1991,No,27891,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,"[['University of Massachusetts', 'Amherst, MA', 'United States', 'USA']]",1991,2-1991,29,0
376,Spambase Data Set,4601,Computer,57,7/1/1999,Yes,516387,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Hewlett-Packard Labs', 'Palo Alto, CA', 'United States', 'USA']]",1999,7-1999,21,262257
377,MEx Data Set,6262,Computer,710,9/20/2019,No,12006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,"[['Robert Gordon University', 'Aberdeen', 'United Kingdom', 'GBR']]",2019,9-2019,1,4446020
378,Student Performance Data Set,649,Social,33,11/27/2014,No,731076,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,"[['University of Minho', 'Minho', 'Portugal', 'PRT']]",2014,11-2014,6,21417
379,GPS Trajectories Data Set,163,Computer,15,2/29/2016,Yes,107769,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,,2016,2-2016,4,2445
381,Beijing Multi-Site Air-Quality Data Data Set,420768,Physical,18,9/20/2019,Yes,42181,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['Peking University', 'Beijing', 'China', 'CHN']]",2019,9-2019,1,7573824
382,Beijing PM2.5 Data Data Set,43824,Physical,13,1/19/2017,Yes,174548,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,0,0,0,0,2,"[['Peking University', 'Beijing', 'China', 'CHN']]",2017,1-2017,3,569712
383,Covertype Data Set,581012,Life,54,8/1/1998,No,284734,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Texas at Dallas', 'Dallas, TX', 'United States', 'USA']]",1998,8-1998,22,31374648
384,Waveform Database Generator (Version 1) Data Set,5000,Physical,21,11/10/1988,No,74614,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Wadsworth International Group', 'Belmont, CA', 'United States', 'USA']]",1988,11-1988,32,105000
385,Lung Cancer Data Set,32,Life,56,5/1/1992,Yes,302768,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Institute of Pharmaceutical and Food Analysis and Technologies', 'Genoa', 'Italy', 'ITA']]",1992,5-1992,28,1792
386,Wave Energy Converters Data Set,288000,Computer,49,6/30/2019,Yes,17675,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"[['Adelaide University', 'Adelaide', 'Australia', 'AUS']]",2019,6-2019,1,14112000
387,EMG Physical Action Data Set Data Set,10000,Physical,8,7/27/2011,No,86140,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of Essex', 'Colchester', 'United Kingdom', 'GBR']]",2011,7-2011,9,80000
388,p53 Mutants Data Set,16772,Life,5409,2/9/2010,Yes,79410,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2010,2-2010,10,90719748
389,Phishing Websites Data Set,2456,Computer Security,30,3/26/2015,No,145660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,"[['Canadian University of Dubai', 'Dubai', 'United Arab Emirates', 'ARE'], ['University of Huddersfield', 'Huddersfield', 'United Kingdom', 'GBR']]",2015,3-2015,5,73680
390,Incident management process enriched event log Data Set,141712,Business,36,7/14/2019,Yes,21060,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,"[['University of S„o Paulo', 'Sao Paulo', 'Brazil', 'BRA']]",2019,7-2019,1,5101632
391,Planning Relax Data Set,182,Computer,13,7/17/2012,No,59224,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['Qeexo Company', 'Mountain View, CA', 'United States', 'USA']]",2012,7-2012,8,2366
392,Heart failure clinical records Data Set,299,Life,13,2/5/2020,No,8666,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['University of California, Irvine', 'Irvine, CA', 'United States', 'USA']]",2020,2-2020,0,3887
393,South German Credit Data Set,1000,Business,21,11/29/2019,No,2345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,1,1,0,0,0,0,0,1,2,"[['Beuth University of Applied Sciences', 'Berlin', 'Germany', 'DEU']]",2019,11-2019,1,21000
394,Soybean (Small) Data Set,47,Life,35,1/1/1987,No,101965,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"[['UUNET', 'Fairfax, VA', 'United States', 'USA']]",1987,1-1987,33,1645
395,Statlog (German Credit Data) Data Set,1000,Financial,20,11/17/1994,No,625844,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['Universit‰t Hamburg', 'Hamburg', 'Germany', 'DEU']]",1994,11-1994,26,20000
396,Northix Data Set,115,Computer,200,8/15/2012,No,38211,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,1,0,2,0,1,0,0,0,0,0,0,0,2,"[['University of Ontario', 'Oshawa', 'Canada', 'CAN']]",2012,8-2012,8,23000
397,UbiqLog (smartphone lifelogging) Data Set,9782222,Computer,0,6/16/2016,No,30464,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,"[['University of California Riverside', 'Riverside, CA', 'United States', 'USA']]",2016,6-2016,4,0
398,Echocardiogram Data Set,132,Life,12,2/28/1989,Yes,185027,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,1,0,0,0,0,0,0,0,3,"[['Johns-Hopkins University', 'Baltimore, MD', 'United States', 'USA']]",1989,2-1989,31,1584
